CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5782552,4/20/2016 13:03,4/27/2016 12:00,4/27/2016 12:00,Closed,"Case Resolved -  Request closed by in Operations system   at Apr 27 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 4/27/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"361 GAVEN ST, SAN FRANCISCO, CA, 94134",9,Portola,"(37.732187781286, -122.412417209379)",Voice In,
6082652,7/14/2016 16:00,8/22/2016 23:27,8/22/2016 23:27,Closed,"Case Resolved - if the leaves of the branch begin to die, contact us. otherwise the structural wood intact. Do feel free to contact us again regarding this tree we very much would like to keep an eye on it. I did personally go to the site. this tree should be monitored so do contact us if you see any changes at all.",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2986 PINE ST, SAN FRANCISCO, CA, 94115",2,Lower Pacific Heights,"(37.786650570676, -122.444976445971)",Web Self Service,
5783146,4/20/2016 14:40,8/12/2016 9:55,8/12/2016 9:55,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of 21ST ST and BARTLETT ST,9,Mission,"(37.756968629235, -122.420010994295)",Voice In,
5783543,4/20/2016 15:46,5/4/2016 10:53,5/4/2016 10:53,Closed,"Case Resolved -  Request closed by in Operations system   at May  4 2016 12:00AM.  Notes = ""  Notes:Notes showing that stump grinding is needed. I will come back with shovel to test.   BUF Action:Inspect. date completed - 5/4/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Empty_tree_basin,"16 VIRGINIA AVE, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.742918687986, -122.421280426427)",Voice In,
5783598,4/20/2016 15:55,4/26/2016 1:16,4/26/2016 1:16,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"3264 LYON ST, SAN FRANCISCO, CA, 94123",2,Marina,"(37.801208016939, -122.44754669672)",Voice In,
5783699,4/20/2016 16:13,,5/31/2016 4:02,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Lawn_mowing,Intersection of SLOAT BLVD and EL MIRASOL PL,7,Parkside,"(37.7342468680488, -122.485932997232)",Voice In,
5783878,4/20/2016 16:47,5/23/2016 1:54,5/23/2016 1:54,Closed,Case Resolved - inspection made. trees belong to REC & park. recommended removal of three-four trees on Stanyan,DPW BUF Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,"1104 STANYAN ST, SAN FRANCISCO, CA, 94117",5,Ashbury Heights,"(37.764405770952, -122.452408312317)",Voice In,
6083243,7/14/2016 18:46,8/19/2016 14:10,8/19/2016 14:10,Closed,Case Resolved - all stop signs are visible.no work needed.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of LYELL ST and BOSWORTH ST,8,Mission Terrace,"(37.7316516233087, -122.43168532718)",Voice In,
5784296,4/20/2016 18:52,6/25/2016 1:45,6/25/2016 1:45,Closed,"Case Resolved -  Request closed by in Operations system   at Jun 25 2016  1:45PM.  Notes = ""  Notes:prune to provide clearance of Medical Center Sign ::  Closed By CMMS SO 536613.   BUF Action:Prune. date completed - 6/25/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"2100 FELL ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.772246266585, -122.452757885866)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5718326edf863c36b80d65cf/report.jpg
5784290,4/20/2016 18:50,8/22/2016 23:11,8/22/2016 23:11,Closed,"Case Resolved - I will send a request to cal trans. The dead accia is located across street from 424 Holliday, adjacent to freeway",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"350 MAYFLOWER ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.742252729305, -122.407687558184)",Open311,
6083379,7/14/2016 20:10,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"350 HEARST AVE, SAN FRANCISCO, CA, 94112",7,Sunnyside,"(37.730813664323, -122.445471146677)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57885438df86b59e41f9bb2e/report.jpg
5784383,4/20/2016 19:41,,4/20/2016 20:11,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Shrubbery_blocking_visibility,Intersection of SLOAT BLVD and JUNIPERO SERRA BLVD,7,Merced Manor,"(37.7347067618972, -122.471569275118)",Voice In,
6083517,7/14/2016 21:21,7/29/2016 12:10,7/29/2016 12:10,Closed,"Case Resolved - The area in question has 3-4ft annuals & perennials. All of these are flowering plants that will reduce in height soon enough. Pruning this will defeat the purpose of the garden. Furthermore, the palms themselves are surely more of a hindrance. I would encourage you to take extreme caution when making any u-turn and ideally not make one in the first place. U-turns are never a good solution.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"15 DOLORES ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,"(37.768784256102, -122.426535435166)",Open311,
6220765,8/21/2016 16:47,10/17/2016 17:19,10/17/2016 17:19,Closed,Case Resolved - cleaned debris,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"990 CAROLINA ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.75608651139, -122.399952721221)",Web Self Service,
6083552,7/14/2016 21:38,7/14/2016 22:32,7/14/2016 22:32,Closed,Case Resolved - dup,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"930 CASTRO ST, SAN FRANCISCO, CA, 94114",8,Noe Valley,"(37.753953969398, -122.43449860723)",Voice In,
6220822,8/21/2016 17:04,,8/21/2016 17:05,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,Intersection of VAN NESS AVE and LOMBARD ST,2,Union Street,"(37.8013036413392, -122.424538395822)",Voice In,
6220855,8/21/2016 17:12,9/6/2016 5:25,9/6/2016 5:25,Closed,Case Resolved - irrigation is manually turned on by neighbors,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of ALEMANY BLVD and ROUSSEAU ST,11,Mission Terrace,"(37.7310399193303, -122.429570724279)",Voice In,
6083745,7/15/2016 6:51,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - tree will be replaced after fine is settled,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of 2ND ST and TOWNSEND ST,6,South Beach,"(37.7806068580371, -122.390527245799)",Voice In,
6221120,8/21/2016 18:36,,8/21/2016 18:45,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"649 JONES ST, SAN FRANCISCO, CA, 94102",3,Lower Nob Hill,"(37.787153368602, -122.413387362744)",Voice In,
6489176,11/2/2016 14:54,11/27/2016 11:25,11/27/2016 11:25,Closed,Case Resolved - trees are privately maintained and will eventually be removed when goodwill is torn down,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,Intersection of SOUTH VAN NESS AVE and MISSION ST,6,South of Market,"(37.7730533759709, -122.418618282808)",Voice In,
6222658,8/22/2016 10:03,10/17/2016 17:11,10/17/2016 17:11,Closed,Case Resolved - The vegetation across the street from 64 Ralston is not maintained by the city. It is the responsibility of the adjacent property owners. In this case the owners are on St. Charles & 19th ave,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"64 RALSTON ST, SAN FRANCISCO, CA, 94132",11,Merced Heights,"(37.713703168987, -122.468730259461)",Voice In,
6075472,7/12/2016 15:54,12/9/2016 6:11,12/9/2016 6:11,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"4832 25TH ST, SAN FRANCISCO, CA, 94114",10,Central Waterfront,"(37.752847634249, -122.386836207096)",Voice In,
6077391,7/13/2016 10:34,7/23/2016 2:33,7/23/2016 2:33,Closed,"Insufficient Information Provided - Not enough information.
 Thank you",RPD Park Service Area 5 Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_sidewalk,Intersection of OSHAUGHNESSY BLVD and BOSWORTH ST,7,Miraloma Park,"(37.7359681978272, -122.441927193978)",Voice In,
6079350,7/13/2016 17:33,,7/15/2016 0:00,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"319 DUNCAN ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.745921133565, -122.427863232223)",Web Self Service,
6223967,8/22/2016 13:45,,8/22/2016 13:46,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"246 THRIFT ST, SAN FRANCISCO, CA, 94112",11,Oceanview,"(37.717543174514, -122.460782451532)",Voice In,
6393045,10/7/2016 9:06,10/28/2016 12:10,10/28/2016 12:10,Closed,Case Resolved - tree is contacting communication wires and low voltage utility. no hazards,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"38 BONVIEW ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.744242721085, -122.416158314038)",Voice In,
6083675,7/15/2016 1:15,7/15/2016 15:28,7/15/2016 15:28,Closed,"Case Resolved -  Request closed by in Operations system   at Jul 15 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 7/15/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of CASTRO ST and 22ND ST,8,Noe Valley,"(37.7544938584748, -122.434394177259)",Voice In,
6083987,7/15/2016 8:33,7/22/2016 9:50,7/22/2016 9:50,Closed,Case is Invalid - Please state specific issues with trees. Thank you,RPD NSA Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,"295 DAY ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.743338279857, -122.423393540888)",Voice In,
6084336,7/15/2016 9:49,7/26/2016 13:55,7/26/2016 13:55,Closed,"Case Resolved -  Request closed by in Operations system   at Jul 26 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 7/26/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"22 GRANADA AVE, SAN FRANCISCO, CA, 94112",11,Ingleside,"(37.718690882454, -122.456989623946)",Web Self Service,
6084473,7/15/2016 10:17,7/15/2016 12:23,7/15/2016 12:23,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"3272 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.74569227128, -122.413589152483)",Web Self Service,
6084552,7/15/2016 10:36,2/3/2017 8:55,2/3/2017 8:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of GOETTINGEN ST and WILDE AVE,10,Visitacion Valley,"(37.7161345212669, -122.402121300292)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57891f0edf86b59e41f9c6ef/photo_20160715_103611.jpg
6085186,7/15/2016 12:34,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"1 PRAGUE ST, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.72204592249, -122.424659705528)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57893aaddf86b59e41f9cb2c/report.jpg
6085266,7/15/2016 12:48,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - Request Letter Sent.   sent letter,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"30 BRIDGEVIEW DR, SAN FRANCISCO, CA, 94124",10,Silver Terrace,"(37.73457110815, -122.393946268055)",Voice In,
6085710,7/15/2016 14:30,,7/15/2016 14:34,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"918 DIVISADERO ST, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.778153354129, -122.438256395298)",Voice In,
6085696,7/15/2016 14:28,,9/6/2016 6:55,Open,accepted,DPW BSM Queue,Tree Maintenance,Trees - Landscaping,Weeding,"1495 REVERE AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.73042041442, -122.388267988422)",Voice In,
6086105,7/15/2016 15:49,7/28/2016 10:10,7/28/2016 10:10,Closed,Case Resolved - All of the empty basins have been planted a this site,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"4832 MISSION ST, SAN FRANCISCO, CA, 94112",11,Cayuga,"(37.720820868637, -122.437841310261)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57896860df86b59e41f9d0f6/report.jpg
6086126,7/15/2016 15:53,8/12/2016 1:12,8/12/2016 1:12,Closed,"Case Resolved - overgrowth encroaching prow, 3-4' out.  -  NTR: 1071485",DPW BSM Queue,Tree Maintenance,Trees - Tree_Other,Other,"1496 36TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.759188497924, -122.494933944726)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57896968df86b59e41f9d147/report.jpg
6086526,7/15/2016 17:45,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - chain is around trunk but it is not girdling the tree so no problem found.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"665 GUERRERO ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.760508562734, -122.42351195431)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578983aedf86b59e41f9d338/report.jpg
6086652,7/15/2016 18:40,1/2/2017 15:25,1/2/2017 15:25,Closed,Case Resolved - Request Letter Sent.   Dead tree has now been removed. Owner will install sidewalk landscaping once the stump has been removed. He will also prune the other tree for sidewalk clearance. JG,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"276 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.758950235276, -122.420010421582)",Open311,
6086667,7/15/2016 18:47,9/13/2016 8:10,9/13/2016 8:10,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"360 WINDING WAY, SAN FRANCISCO, CA, 94112",11,Crocker Amazon,"(37.70952425107, -122.437809273681)",Web Self Service,
6086651,7/15/2016 18:39,9/15/2016 7:10,9/15/2016 7:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"360 WINDING WAY, SAN FRANCISCO, CA, 94112",11,Crocker Amazon,"(37.70952425107, -122.437809273681)",Web Self Service,
6086710,7/15/2016 19:14,7/18/2016 12:25,7/18/2016 12:25,Closed,"Case Resolved -  Request closed by in Operations system   at Jul 18 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 7/18/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"466 NOE ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.761541873784, -122.432913634448)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57899876df86b59e41f9d4d6/report.jpg
6086686,7/15/2016 18:59,8/30/2016 13:40,8/30/2016 13:40,Closed,Cancelled -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Shrubbery_blocking_visibility,"317 WINDING WAY, SAN FRANCISCO, CA, 94112",11,Crocker Amazon,"(37.709073469949, -122.436442270006)",Web Self Service,
6086916,7/15/2016 22:29,7/28/2016 11:25,7/28/2016 11:25,Closed,"Case Resolved -  Request closed by in Operations system   at Jul 28 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 7/28/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 23RD AVE and LAWTON ST,4,Outer Sunset,"(37.7577782931247, -122.481016822148)",Voice In,
6086862,7/15/2016 21:49,8/31/2016 11:25,8/31/2016 11:25,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_sidewalk,"3000 ANZA ST, SAN FRANCISCO, CA, 94121",1,Sutro Heights,"(37.77691720261, -122.508931033729)",Voice In,
6087390,7/16/2016 9:37,7/19/2016 13:40,7/19/2016 13:40,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of SLOAT BLVD and 36TH AVE,4,Parkside,"(37.7340085163663, -122.493345460467)",Voice In,
6087420,7/16/2016 9:48,7/19/2016 13:40,7/19/2016 13:40,Closed,Cancelled -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of SUNSET BLVD and YORBA ST,4,Parkside,"(37.735027780033, -122.493857043558)",Voice In,
6087550,7/16/2016 10:26,7/19/2016 13:40,7/19/2016 13:40,Closed,Cancelled - Faulty valve has been flagged for repairs. Thank you.,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of SUNSET BLVD and YORBA ST,4,Parkside,"(37.735027780033, -122.493857043558)",Voice In,
6087533,7/16/2016 10:20,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - s.Stacy reported issue to Susan Nawbary who oversees issue and project site.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"100 VAN NESS AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,"(37.776731421779, -122.419316106666)",Open311,
5995277,6/19/2016 10:26,2/11/2017 0:26,2/11/2017 0:26,Closed,Case Resolved - Old Request closed out,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of CORBETT AVE and CUESTA CT,8,Upper Market,"(37.7504590098449, -122.443968604795)",Open311,
6087957,7/16/2016 12:41,7/19/2016 8:10,7/19/2016 8:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"2655 BRODERICK ST, SAN FRANCISCO, CA, 94123",2,Pacific Heights,"(37.794856897166, -122.443660712427)",Voice In,
6088245,7/16/2016 14:25,,7/16/2016 15:39,Open,open,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,"925 CORBETT AVE, SAN FRANCISCO, CA, 94131",8,Upper Market,"(37.75195469527, -122.443224129509)",Voice In,
6538777,11/16/2016 14:25,,11/16/2016 14:26,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"2949 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.750105869049, -122.413671204308)",Voice In,
6022386,6/27/2016 8:14,7/18/2016 7:25,7/18/2016 7:25,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"2900 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.711903954275, -122.452809296954)",Voice In,
6609108,12/8/2016 15:15,1/29/2017 14:15,1/29/2017 14:15,Closed,Case Resolved - sent homeowner a fine,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"3865 18TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.76108808958, -122.429730558075)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5849e99b3da19793c74c4d2d/photo_20161208_151315.jpg
6659551,12/24/2016 17:24,1/21/2017 12:15,1/21/2017 12:15,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of VICENTE ST and 15TH AVE,7,West Portal,"(37.7395150310907, -122.471094280321)",Voice In,
6089483,7/17/2016 6:54,7/21/2016 7:40,7/21/2016 7:40,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_traffic_signal,Intersection of EUCALYPTUS DR and 19TH AVE,7,Stonestown,"(37.7310658120474, -122.474856650662)",Voice In,
6089455,7/17/2016 6:25,7/28/2016 11:10,7/28/2016 11:10,Closed,"Case Resolved -  Request closed by in Operations system   at Jul 28 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 7/28/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of QUINTARA ST and 20TH AVE,4,Parkside,"(37.7485979888075, -122.477153763005)",Voice In,
6089469,7/17/2016 6:40,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of VICENTE ST and 15TH AVE,7,West Portal,"(37.7395150310907, -122.471094280321)",Voice In,
6089839,7/17/2016 10:13,7/17/2016 11:10,7/17/2016 11:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"555 MISSION ST, SAN FRANCISCO, CA, 94105",6,South of Market,"(37.7886296554, -122.398604236322)",Voice In,
6489796,11/2/2016 16:36,11/3/2016 15:15,11/3/2016 15:15,Closed,Case Resolved - Request Letter Sent.   A letter has been sent to the property with warnings that city crews will remove on their behalf and charge them. JG,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"205 12TH AVE, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.784393325243, -122.471041314781)",Web Self Service,
6090320,7/17/2016 14:01,7/17/2016 16:10,7/17/2016 16:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"1274 36TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.763249631512, -122.495218491501)",Voice In,
6090735,7/17/2016 17:01,7/22/2016 15:25,7/22/2016 15:25,Closed,"Case Resolved -  Request closed by in Operations system   at Jul 22 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 7/22/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"690 ILLINOIS ST, SAN FRANCISCO, CA, 94107",10,Dogpatch,"(37.763239859262, -122.387859559832)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578c1c47df868c6b045f2ede/report.jpg
6090789,7/17/2016 17:25,7/26/2016 13:25,7/26/2016 13:25,Closed,"Case Resolved -  Request closed by in Operations system   at Jul 26 2016 12:00AM.  Notes = ""  Notes:The tree is in good condition.   BUF Action:Inspect. date completed - 7/26/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"738 EDINBURGH ST, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.717557773639, -122.434945890999)",Voice In,
6090908,7/17/2016 18:25,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - branch removed,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"221 PIERCE ST, SAN FRANCISCO, CA, 94117",5,Lower Haight,"(37.772072504726, -122.433988116028)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578c300fdf868c6b045f30c8/report.jpg
6091094,7/17/2016 20:45,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - Request Letter Sent.   Young tree hit by car. It has been removed,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"666 ILLINOIS ST, SAN FRANCISCO, CA, 94107",10,Dogpatch,"(37.763531672247, -122.387904896387)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578c50dadf868c6b045f32dc/photo_20160717_204453.jpg
6091141,7/17/2016 21:22,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - branch has been removed,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,"221 PIERCE ST, SAN FRANCISCO, CA, 94117",5,Lower Haight,"(37.772072504726, -122.433988116028)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578c5972df868c6b045f334b/report.jpg
5990181,6/17/2016 11:16,7/18/2016 7:25,7/18/2016 7:25,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,Intersection of SLOAT BLVD and 36TH AVE,4,Parkside,"(37.7340085163663, -122.493345460467)",Voice In,
6036950,6/30/2016 13:44,7/18/2016 7:25,7/18/2016 7:25,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"1667 37TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.755875997774, -122.496079594563)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5775849ddf8641072988a71b/photo_20160630_134234.jpg
5761418,4/13/2016 23:55,10/25/2016 5:40,10/25/2016 5:40,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"2589 MISSION ST, SAN FRANCISCO, CA, 94110",11,Mission Terrace,"(37.727130508566, -122.433315410038)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/570f3edddf86db6a74823585/photo_20160413_235454.jpg
6408884,10/11/2016 16:01,10/19/2016 15:10,10/19/2016 15:10,Closed,Case Resolved - duplicate.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1451 STOCKTON ST, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.799300098141, -122.409096020764)",Open311,
6092051,7/18/2016 9:19,7/21/2016 7:25,7/21/2016 7:25,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"3001 GEARY BLVD, SAN FRANCISCO, CA, 94118",1,Lone Mountain,"(37.781762615347, -122.451262243789)",Voice In,
6092305,7/18/2016 9:52,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - tree will be posted for removal.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"416 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.762709778904, -122.426421682494)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578d0933df868c6b045f3aa4/report.jpg
6092547,7/18/2016 10:25,8/19/2016 10:10,8/19/2016 10:10,Closed,Case Resolved - needs re stake,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"1754 FELL ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.77315942015, -122.446958225895)",Web Self Service,
6092562,7/18/2016 10:26,,12/9/2016 10:35,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Shrubbery_blocking_visibility,Intersection of CLIPPER ST and DIAMOND HEIGHTS BLVD,8,Diamond Heights,"(37.7467653227988, -122.443960871546)",Voice In,
6092681,7/18/2016 10:41,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - Request Letter Sent.   no problem found. very small branch in photo picked up. sent letter to have stakes removed.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"959 POWELL ST, SAN FRANCISCO, CA, 94108",3,Nob Hill,"(37.793666013207, -122.409639921976)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578d14d4df868c6b045f3d7a/photo_20160718_104201.jpg
6092864,7/18/2016 11:09,7/18/2016 11:55,7/18/2016 11:55,Closed,"Case Resolved -  Request closed by in Operations system   at Jul 18 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 7/18/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of CHENERY ST and CASTRO ST,8,Glen Park,"(37.7345513929833, -122.432416492376)",Web Self Service,
